CELL1,CELL2,CELL3,CELL4,CELL5,CELL6,CELL7,CELL8,CELL9,CELL10,CELL11,CELL12,CELL13,CELL14,CELL15,CELL16,CELL17,CELL18,CELL19,CELL20,CELL21,CELL22,CELL23,CELL24,CELL25,CELL26,CELL27,CELL28,CELL29,CELL30,CELL31,CELL32,CELL33,CELL34,CELL35,CELL36,CELL37,CELL38,CELL39,CELL40,CELL41,CELL42,CELL43,CELL44,CELL45,CELL46,CELL47,CELL48,CELL49,CELL50,CELL51,CELL52,CELL53,CELL54,CELL55,CELL56,CELL57,CELL58,CELL59,CELL60,CELL61,CELL62,CELL63,CELL64
3.283587,3.364905,3.390537,0.7839267,3.380346,3.379472,3.379557,3.361551,3.374963,3.35849,3.31921,3.370398,3.35522,3.384436,3.271879,3.239358,3.342518,3.34695,3.383443,3.395694,3.371914,3.289359,3.360301,3.367915,3.374401,3.372735,3.327682,3.315034,3.382095,3.187809,3.351546,3.234159,3.352069,3.340618,3.400072,0.4192969,3.328192,3.378016,3.351482,3.376932,3.248649,3.333364,3.265914,3.377971,3.381803,3.387696,3.345294,3.334921,3.372743,3.267124,3.396178,3.385654,3.365704,3.371017,3.254281,3.366475,3.377547,3.372686,3.340408,3.338619,3.391285,3.386234,3.226412,3.350515
3.28359,3.364908,3.390536,0.7839275,3.380347,3.379475,3.37956,3.361545,3.374964,3.358483,3.319214,3.3704,3.35522,3.384434,3.27188,3.239359,3.342515,3.346943,3.383448,3.395693,3.371912,3.289357,3.3603,3.367919,3.374399,3.372735,3.327687,3.315032,3.382094,3.187809,3.351546,3.234158,3.352068,3.340623,3.400072,0.4192954,3.32819,3.378019,3.351481,3.376929,3.248645,3.333368,3.265913,3.377974,3.381803,3.387698,3.345293,3.334923,3.372745,3.267124,3.396179,3.385653,3.365704,3.37102,3.254283,3.366478,3.377546,3.372685,3.340406,3.338618,3.391285,3.386234,3.226416,3.350519
3.283585,3.364907,3.390536,0.7839321,3.380347,3.379474,3.379562,3.361544,3.374961,3.358487,3.319214,3.3704,3.355219,3.384434,3.27188,3.239359,3.342514,3.34695,3.383443,3.395696,3.371913,3.289358,3.3603,3.367918,3.374399,3.372735,3.327686,3.31503,3.382093,3.187809,3.351546,3.234154,3.352066,3.340619,3.400072,0.4192991,3.32819,3.378019,3.351482,3.376931,3.24865,3.333365,3.265912,3.377973,3.381803,3.387698,3.345292,3.334922,3.372742,3.267124,3.396178,3.385654,3.365708,3.37102,3.254286,3.366478,3.377546,3.372685,3.340405,3.33862,3.391286,3.386237,3.226412,3.350519
3.283582,3.364906,3.390536,0.7839323,3.380345,3.379473,3.37956,3.36154,3.37496,3.358484,3.31921,3.370397,3.355218,3.384435,3.27188,3.239355,3.342514,3.346944,3.383444,3.395696,3.371911,3.289355,3.360298,3.367917,3.374395,3.372732,3.327682,3.315026,3.382093,3.187809,3.351542,3.23415,3.352066,3.340617,3.400072,0.4193004,3.328189,3.378017,3.351482,3.376929,3.248645,3.333366,3.265911,3.377973,3.381803,3.387698,3.345291,3.334919,3.372745,3.267124,3.396177,3.385656,3.365708,3.371018,3.254284,3.366479,3.377546,3.372685,3.340405,3.338618,3.391287,3.386236,3.22641,3.350519
3.283581,3.364904,3.390537,0.7839377,3.380345,3.379473,3.379559,3.361541,3.374962,3.358481,3.319209,3.370396,3.355218,3.384434,3.271876,3.23935,3.342514,3.346943,3.383442,3.395693,3.371911,3.289353,3.360298,3.367917,3.374394,3.372732,3.327679,3.315026,3.382092,3.187806,3.351541,3.234148,3.352061,3.340617,3.400073,0.4192991,3.328186,3.378017,3.351482,3.376926,3.248643,3.333362,3.265907,3.377973,3.381802,3.387699,3.345289,3.334915,3.372742,3.267123,3.396177,3.385655,3.365709,3.371018,3.254283,3.366478,3.377545,3.372682,3.340401,3.338616,3.391285,3.386236,3.226408,3.350517
3.283577,3.364901,3.390533,0.7839383,3.380345,3.379471,3.379557,3.361538,3.374961,3.358482,3.319209,3.370397,3.355218,3.384434,3.271875,3.239345,3.342511,3.346941,3.383442,3.395694,3.371909,3.28935,3.360297,3.367914,3.374393,3.37273,3.327676,3.315021,3.38209,3.187803,3.35154,3.234146,3.352061,3.340614,3.40007,0.4193016,3.328182,3.378018,3.351481,3.376927,3.248643,3.333366,3.265908,3.37797,3.381801,3.387698,3.345287,3.334911,3.372741,3.267122,3.396179,3.385655,3.365707,3.37102,3.254282,3.366479,3.377544,3.372682,3.340402,3.338616,3.391288,3.386236,3.226408,3.350515
3.283574,3.364901,3.390534,0.783942,3.380344,3.379472,3.379555,3.36154,3.374957,3.358481,3.319207,3.370396,3.355217,3.384435,3.271875,3.239341,3.342508,3.346937,3.383439,3.395693,3.37191,3.28935,3.360295,3.367913,3.374392,3.372729,3.327671,3.315018,3.38209,3.187802,3.351541,3.234144,3.35206,3.340613,3.400071,0.419304,3.328182,3.378016,3.351479,3.376927,3.248641,3.333363,3.265909,3.377971,3.3818,3.387699,3.345288,3.334908,3.372741,3.267123,3.396178,3.385655,3.365709,3.371018,3.254283,3.366476,3.377543,3.372682,3.340403,3.338617,3.391285,3.386238,3.226406,3.350513
3.283574,3.364899,3.390532,0.7839456,3.380341,3.379471,3.379555,3.361539,3.374957,3.35848,3.319204,3.370394,3.355214,3.384431,3.27187,3.239338,3.342505,3.34694,3.38344,3.395693,3.371908,3.289348,3.360295,3.367911,3.374391,3.372729,3.327669,3.315018,3.382088,3.187799,3.351539,3.234141,3.352057,3.340611,3.40007,0.4193091,3.328181,3.378013,3.351476,3.376928,3.248641,3.333362,3.265905,3.37797,3.381798,3.387696,3.345283,3.334904,3.37274,3.26712,3.396177,3.385655,3.365709,3.371019,3.254281,3.366478,3.377543,3.372683,3.340401,3.338618,3.391288,3.386234,3.226405,3.350512
3.283573,3.364898,3.390534,0.7839475,3.380341,3.379466,3.379553,3.361538,3.374957,3.35848,3.319205,3.370394,3.355213,3.384431,3.271867,3.239335,3.342502,3.346933,3.383441,3.395692,3.371907,3.289345,3.360294,3.367911,3.374388,3.372727,3.327666,3.315014,3.382087,3.1878,3.351535,3.234138,3.352054,3.34061,3.400068,0.4193067,3.32818,3.378013,3.351475,3.376924,3.248639,3.333359,3.265905,3.377969,3.381799,3.387696,3.345284,3.334898,3.372741,3.267118,3.396176,3.385656,3.365709,3.371017,3.254279,3.366475,3.377542,3.372681,3.3404,3.338615,3.391285,3.386234,3.226404,3.35051
3.283569,3.364896,3.390532,0.7839483,3.380341,3.379467,3.379552,3.36154,3.374953,3.358478,3.319202,3.370393,3.355211,3.384432,3.271868,3.239332,3.342501,3.346936,3.383439,3.395691,3.371904,3.289343,3.360292,3.367908,3.374388,3.372727,3.327661,3.315012,3.382087,3.187797,3.351534,3.234133,3.352054,3.340608,3.40007,0.4193063,3.328181,3.378012,3.351475,3.376925,3.248637,3.333358,3.265902,3.37797,3.381798,3.387696,3.34528,3.334898,3.372746,3.267119,3.396177,3.385658,3.36571,3.371019,3.25428,3.366477,3.377541,3.372676,3.340399,3.338613,3.391285,3.386237,3.226402,3.350509
3.2835,3.364888,3.390542,0.7840165,3.380321,3.379443,3.379533,3.361502,3.374918,3.35844,3.319153,3.370361,3.355186,3.384432,3.271817,3.239266,3.342403,3.3469,3.38345,3.395702,3.371887,3.289303,3.360262,3.367869,3.374357,3.3727,3.327569,3.314937,3.382086,3.187763,3.351497,3.234047,3.351999,3.340559,3.400056,0.4193251,3.328127,3.37798,3.35142,3.376889,3.248573,3.333297,3.265844,3.377936,3.381787,3.387686,3.34522,3.33478,3.37274,3.267111,3.396183,3.385668,3.365706,3.371001,3.254248,3.366447,3.377504,3.372643,3.340352,3.338569,3.391276,3.386231,3.226367,3.350474
3.283499,3.364887,3.390542,0.7840203,3.380322,3.379449,3.379535,3.361501,3.37492,3.35844,3.319152,3.37036,3.355188,3.384434,3.271822,3.239268,3.342405,3.3469,3.383448,3.395704,3.371885,3.289301,3.360266,3.367871,3.374357,3.372701,3.327567,3.314941,3.38209,3.187762,3.351498,3.234047,3.352003,3.340559,3.400056,0.4193281,3.328127,3.377978,3.351422,3.376888,3.248571,3.333297,3.265848,3.377937,3.381787,3.38769,3.345222,3.334782,3.372743,3.267113,3.396183,3.385668,3.365707,3.371002,3.254251,3.366455,3.377502,3.372643,3.340353,3.33857,3.39128,3.386233,3.226366,3.350479
3.283497,3.364889,3.39054,0.7840232,3.380324,3.379447,3.379535,3.361499,3.374917,3.358437,3.319148,3.370357,3.355186,3.384437,3.271822,3.23927,3.342407,3.3469,3.383446,3.395702,3.371884,3.2893,3.360261,3.367868,3.374358,3.372699,3.327568,3.314936,3.382087,3.187762,3.351497,3.234047,3.352003,3.340558,3.400056,0.4193292,3.328126,3.377974,3.351421,3.376886,3.248571,3.333295,3.265845,3.377937,3.38179,3.38769,3.345221,3.334784,3.372743,3.267113,3.396185,3.38567,3.365707,3.371003,3.254248,3.36645,3.377501,3.372644,3.340352,3.338569,3.39128,3.386234,3.226369,3.350477
3.283499,3.364887,3.39054,0.784025,3.380324,3.379446,3.379533,3.361498,3.374915,3.358431,3.319145,3.370357,3.355182,3.384434,3.271818,3.239269,3.342407,3.3469,3.383448,3.395701,3.371885,3.289297,3.360262,3.367867,3.374354,3.372699,3.327566,3.314936,3.382087,3.187761,3.351496,3.234047,3.352003,3.340557,3.400057,0.4193279,3.328125,3.377971,3.351419,3.376885,3.24857,3.333295,3.265842,3.377937,3.381785,3.387689,3.34522,3.334785,3.372743,3.267113,3.396183,3.385667,3.365708,3.371001,3.25425,3.366449,3.3775,3.372646,3.340351,3.338568,3.391279,3.386233,3.226366,3.350479
3.283497,3.364886,3.390539,0.7840289,3.380319,3.379445,3.379532,3.361495,3.374912,3.358432,3.319143,3.370354,3.355178,3.384434,3.271818,3.239265,3.342406,3.346898,3.38345,3.395703,3.371881,3.289295,3.36026,3.367867,3.374355,3.3727,3.327566,3.314935,3.382085,3.187759,3.351496,3.234047,3.352001,3.340557,3.400055,0.4193302,3.328122,3.377972,3.351419,3.376885,3.24857,3.333292,3.265837,3.377936,3.381786,3.387688,3.34522,3.334784,3.372743,3.267113,3.396183,3.385666,3.365707,3.371,3.254247,3.366448,3.377501,3.372643,3.340349,3.338568,3.39128,3.386232,3.226365,3.350477
3.283498,3.364887,3.390539,0.7840318,3.38032,3.379444,3.379532,3.361494,3.374909,3.35843,3.319141,3.370352,3.355173,3.384433,3.271815,3.239266,3.342405,3.346898,3.383447,3.395701,3.371882,3.289293,3.360259,3.367866,3.374352,3.372698,3.327563,3.314933,3.382086,3.187758,3.351496,3.234046,3.352003,3.340557,3.400055,0.4193322,3.328121,3.377968,3.351419,3.376883,3.248568,3.33329,3.265832,3.377936,3.381786,3.387688,3.345219,3.334784,3.372744,3.26711,3.396184,3.385668,3.365705,3.371,3.254245,3.366449,3.377498,3.372639,3.340348,3.338567,3.391279,3.386234,3.226367,3.350477
3.283497,3.364884,3.390538,0.784035,3.380319,3.379443,3.379533,3.361492,3.374908,3.358427,3.319137,3.37035,3.355171,3.384433,3.271813,3.239265,3.342406,3.346897,3.383446,3.3957,3.371881,3.289292,3.360259,3.367863,3.374351,3.372698,3.327561,3.31493,3.382085,3.187755,3.351495,3.234045,3.352004,3.340556,3.400055,0.4193343,3.328122,3.377966,3.351415,3.376884,3.248566,3.333289,3.265829,3.377936,3.381786,3.387688,3.345219,3.334784,3.372743,3.267112,3.396184,3.385668,3.365704,3.370998,3.254245,3.366446,3.377499,3.37264,3.340346,3.338564,3.391279,3.386231,3.226364,3.350476
3.283496,3.364884,3.390538,0.784037,3.38032,3.379441,3.379531,3.361489,3.374906,3.358427,3.319135,3.370347,3.355168,3.384431,3.271812,3.239264,3.342406,3.346897,3.383448,3.3957,3.371882,3.28929,3.360258,3.367862,3.374352,3.372696,3.32756,3.314931,3.382084,3.187755,3.351495,3.234043,3.352004,3.340555,3.400055,0.4193352,3.328122,3.377965,3.351416,3.376883,3.248565,3.333289,3.265826,3.377935,3.381784,3.387688,3.345218,3.334783,3.372744,3.267112,3.396182,3.385668,3.365705,3.370998,3.254244,3.366445,3.377499,3.372638,3.340346,3.338566,3.391282,3.38623,3.226363,3.350478
3.283495,3.364883,3.390538,0.7840418,3.380317,3.379439,3.37953,3.361488,3.374904,3.358423,3.31913,3.370345,3.355164,3.384431,3.271809,3.239261,3.342406,3.346897,3.383447,3.3957,3.371882,3.289288,3.360256,3.367862,3.374351,3.372696,3.327559,3.314928,3.382083,3.187754,3.351494,3.234042,3.352004,3.340554,3.400054,0.4193375,3.328119,3.377964,3.351412,3.376882,3.248562,3.333288,3.265822,3.377935,3.381783,3.387686,3.345217,3.334785,3.372745,3.267111,3.396184,3.385668,3.365703,3.370999,3.254241,3.366444,3.377498,3.372635,3.340346,3.338564,3.39128,3.386232,3.226363,3.350477
3.283494,3.364884,3.390538,0.7840432,3.380318,3.379438,3.379531,3.361488,3.374901,3.358421,3.319127,3.370343,3.35516,3.384431,3.27181,3.239262,3.342406,3.346895,3.383445,3.395699,3.371879,3.289286,3.360257,3.367862,3.37435,3.372695,3.327558,3.314926,3.382084,3.187752,3.351492,3.234045,3.352003,3.340555,3.400053,0.4193364,3.32812,3.377959,3.351413,3.376882,3.248561,3.333284,3.265819,3.377935,3.381782,3.387687,3.345217,3.334786,3.372744,3.267112,3.396185,3.38567,3.365703,3.370996,3.254242,3.366445,3.377499,3.372636,3.340345,3.338563,3.391279,3.38623,3.226362,3.350477
3.283523,3.3649,3.390544,0.7841103,3.380335,3.379462,3.379554,3.361491,3.374929,3.358422,3.319114,3.37036,3.355131,3.384434,3.271826,3.239306,3.342453,3.34691,3.383462,3.395698,3.371901,3.289282,3.360272,3.367865,3.374366,3.372718,3.327566,3.314931,3.382088,3.187752,3.3515,3.234086,3.352021,3.340545,3.400036,0.4193418,3.328115,3.377962,3.351395,3.376867,3.248528,3.333258,3.265776,3.37794,3.381772,3.387675,3.345208,3.334822,3.372761,3.267124,3.396175,3.385662,3.365719,3.370991,3.254225,3.366419,3.377483,3.372625,3.340332,3.338563,3.391266,3.386224,3.226354,3.350489
3.283521,3.364899,3.390544,0.7841135,3.380338,3.379462,3.379556,3.361493,3.374933,3.358424,3.319119,3.370362,3.355136,3.384436,3.271825,3.239307,3.342453,3.346911,3.383464,3.395701,3.371903,3.289285,3.360273,3.367866,3.37437,3.37272,3.32757,3.314935,3.382088,3.187755,3.351503,3.234088,3.352019,3.340544,3.400038,0.4193484,3.328112,3.377962,3.351396,3.376864,3.248526,3.333259,3.265779,3.377941,3.381772,3.387675,3.345211,3.334823,3.372759,3.267125,3.396175,3.385662,3.36572,3.370993,3.254226,3.366422,3.377483,3.372625,3.340333,3.338562,3.391268,3.386225,3.226357,3.35049
3.283523,3.364899,3.390547,0.7841139,3.380339,3.37946,3.379556,3.361492,3.374936,3.358423,3.319117,3.370359,3.355133,3.384437,3.271827,3.239309,3.342453,3.346912,3.383463,3.395699,3.371902,3.289281,3.360272,3.367864,3.374368,3.372718,3.327569,3.314933,3.382088,3.187755,3.351499,3.234088,3.35202,3.340541,3.400036,0.4193514,3.328112,3.377961,3.351398,3.376864,3.248521,3.333258,3.265778,3.377941,3.381772,3.387675,3.34521,3.334825,3.37276,3.267123,3.396176,3.385661,3.365717,3.370995,3.254223,3.366424,3.377482,3.372622,3.340331,3.338563,3.391266,3.386223,3.226354,3.350489
3.283522,3.3649,3.390544,0.7841177,3.380339,3.37946,3.379554,3.361491,3.374933,3.358421,3.319117,3.370359,3.355135,3.384436,3.271827,3.239308,3.342452,3.346909,3.383461,3.395701,3.3719,3.289282,3.360269,3.367862,3.374366,3.372716,3.327566,3.314932,3.382089,3.187755,3.351501,3.234086,3.352018,3.340544,3.400037,0.4193539,3.328111,3.377962,3.351396,3.376862,3.248519,3.333255,3.265778,3.377943,3.381773,3.387676,3.34521,3.334825,3.37276,3.267121,3.396176,3.385661,3.365717,3.370994,3.25422,3.366418,3.377481,3.372623,3.34033,3.338562,3.391268,3.386224,3.226354,3.350488
3.283521,3.364899,3.390543,0.7841181,3.380337,3.37946,3.379556,3.361489,3.374933,3.358422,3.319118,3.370361,3.355137,3.384436,3.271828,3.239308,3.342451,3.346909,3.38346,3.395698,3.371898,3.289281,3.360269,3.367859,3.374364,3.372715,3.327565,3.314929,3.382088,3.187754,3.351499,3.234085,3.352019,3.340541,3.400033,0.4193549,3.328111,3.37796,3.351394,3.376858,3.248513,3.333252,3.265774,3.37794,3.381772,3.387676,3.345207,3.334823,3.372759,3.267121,3.396175,3.385662,3.365718,3.370993,3.254221,3.366416,3.377477,3.372622,3.34033,3.338562,3.391267,3.386222,3.226351,3.350487
3.283523,3.364899,3.390545,0.7841215,3.380336,3.37946,3.379554,3.361488,3.374933,3.358422,3.319118,3.370361,3.355137,3.384439,3.271827,3.239309,3.342451,3.346912,3.383462,3.395697,3.371902,3.28928,3.360266,3.367857,3.374359,3.372715,3.327563,3.314929,3.38209,3.187752,3.3515,3.234086,3.352017,3.340538,3.400033,0.4193585,3.32811,3.377958,3.351391,3.376856,3.248508,3.33325,3.265772,3.377939,3.381772,3.387675,3.345207,3.334823,3.372758,3.267122,3.396174,3.385661,3.365715,3.370993,3.254215,3.366412,3.377479,3.372621,3.340327,3.338559,3.391266,3.386224,3.22635,3.350486
3.283522,3.364897,3.390543,0.7841242,3.380337,3.379459,3.379554,3.361486,3.374932,3.358421,3.319117,3.370361,3.355135,3.384438,3.271828,3.239311,3.342447,3.34691,3.38346,3.395699,3.3719,3.289279,3.360266,3.367851,3.374358,3.372715,3.327564,3.314928,3.382087,3.187752,3.351497,3.234085,3.352015,3.340538,3.400035,0.4193587,3.328109,3.377958,3.35139,3.376856,3.248506,3.33325,3.265772,3.377938,3.381772,3.387675,3.345207,3.334822,3.372757,3.267119,3.396174,3.385663,3.365716,3.37099,3.254214,3.366412,3.377475,3.372619,3.340326,3.338559,3.391266,3.386222,3.22635,3.350485
3.283521,3.364898,3.390542,0.7841241,3.380334,3.379457,3.379554,3.361484,3.374929,3.358423,3.319116,3.37036,3.355137,3.384437,3.271828,3.239309,3.34245,3.346908,3.38346,3.395698,3.371898,3.289275,3.360262,3.367848,3.374358,3.372713,3.327559,3.314929,3.382087,3.187751,3.351497,3.234084,3.352014,3.340539,3.400032,0.4193606,3.328103,3.377955,3.351387,3.376853,3.248503,3.333247,3.265772,3.377939,3.38177,3.387673,3.345205,3.334821,3.372756,3.267119,3.396175,3.38566,3.365717,3.370991,3.254214,3.36641,3.377473,3.372618,3.340327,3.338559,3.391265,3.386221,3.226347,3.350485
3.28352,3.364898,3.390542,0.7841274,3.380335,3.379457,3.379552,3.361484,3.37493,3.358421,3.319117,3.370359,3.355139,3.384436,3.271827,3.239309,3.342448,3.346906,3.38346,3.395697,3.371896,3.289275,3.360261,3.367844,3.374359,3.372711,3.32756,3.314928,3.382087,3.187751,3.351495,3.234081,3.352017,3.340536,3.400029,0.4193581,3.328106,3.377956,3.351387,3.376854,3.248499,3.333242,3.265766,3.377938,3.381769,3.387673,3.345205,3.33482,3.372756,3.267116,3.396173,3.385661,3.365713,3.37099,3.254212,3.366405,3.377472,3.372617,3.340321,3.338557,3.391264,3.386221,3.226347,3.350484
3.283519,3.364899,3.390543,0.7841283,3.380335,3.379458,3.379552,3.361481,3.374929,3.358421,3.319116,3.370361,3.355137,3.384437,3.271826,3.239309,3.342447,3.346906,3.383461,3.395695,3.371896,3.289274,3.360259,3.36784,3.374358,3.372713,3.327559,3.314924,3.382084,3.18775,3.351496,3.234082,3.352012,3.340536,3.40003,0.4193648,3.328104,3.377956,3.351385,3.37685,3.248495,3.333242,3.265766,3.377939,3.38177,3.387674,3.345205,3.33482,3.372755,3.267117,3.396174,3.38566,3.365716,3.370991,3.254212,3.366409,3.377471,3.372615,3.34032,3.338557,3.391264,3.386221,3.226344,3.350484
3.283616,3.364942,3.390547,0.7838781,3.380375,3.379505,3.379588,3.361576,3.374983,3.358527,3.319251,3.37043,3.355232,3.384444,3.271903,3.239395,3.342548,3.346971,3.383465,3.395701,3.371943,3.289398,3.360335,3.36795,3.374423,3.372768,3.327735,3.315066,3.382105,3.187876,3.351568,3.234186,3.352072,3.340624,3.400054,0.4192663,3.328217,3.378036,3.351498,3.376939,3.248658,3.333389,3.265943,3.377983,3.381788,3.387694,3.345294,3.334923,3.37275,3.267153,3.396159,3.385644,3.365742,3.371032,3.254308,3.366496,3.377561,3.372699,3.340437,3.338657,3.391278,3.386227,3.226434,3.350529
3.283616,3.364943,3.390548,0.783881,3.380375,3.379507,3.37959,3.361577,3.374982,3.358523,3.319253,3.370429,3.355236,3.384447,3.271904,3.239421,3.342548,3.34697,3.38347,3.395702,3.37195,3.289401,3.360335,3.367951,3.374422,3.372766,3.327733,3.315067,3.382108,3.187876,3.35157,3.234187,3.352073,3.34063,3.400058,0.4192695,3.328217,3.378038,3.351501,3.376937,3.24866,3.333391,3.265942,3.377986,3.381792,3.387691,3.345296,3.334924,3.372755,3.267151,3.396161,3.385649,3.365743,3.371034,3.254305,3.366494,3.377558,3.372697,3.340437,3.338656,3.391277,3.386231,3.226433,3.350531
3.283614,3.364946,3.390548,0.7838848,3.380375,3.379505,3.379587,3.361578,3.374984,3.358521,3.319252,3.370432,3.355236,3.384446,3.271903,3.239396,3.342552,3.346969,3.38347,3.395702,3.371948,3.289399,3.360336,3.367952,3.374424,3.372766,3.327731,3.315065,3.382107,3.187875,3.351571,3.23419,3.352073,3.340627,3.400059,0.4192723,3.328218,3.378038,3.351501,3.37694,3.24866,3.333391,3.265938,3.377984,3.381789,3.38769,3.345296,3.334925,3.372755,3.267149,3.396159,3.385648,3.365741,3.371034,3.254303,3.366492,3.377559,3.372702,3.340438,3.338655,3.391279,3.386227,3.226432,3.35053
3.283615,3.364934,3.390545,0.7838866,3.380373,3.379505,3.379589,3.36158,3.374984,3.358521,3.319252,3.370429,3.355236,3.384448,3.271901,3.239393,3.342551,3.346968,3.383467,3.3957,3.371947,3.2894,3.360335,3.367952,3.374424,3.372764,3.327732,3.315064,3.382104,3.187871,3.351569,3.234187,3.35207,3.340628,3.40006,0.4192728,3.328217,3.378039,3.3515,3.376938,3.248662,3.333391,3.265937,3.377983,3.381787,3.387691,3.345295,3.334924,3.372751,3.267145,3.396158,3.385645,3.365737,3.371034,3.254305,3.366494,3.377557,3.3727,3.340434,3.338654,3.391279,3.386226,3.226429,3.35053
3.283611,3.364935,3.390545,0.7838906,3.380374,3.379503,3.379588,3.361576,3.374984,3.35852,3.31925,3.370428,3.355237,3.384447,3.2719,3.239404,3.342551,3.346967,3.383466,3.3957,3.371947,3.289398,3.360334,3.367951,3.374422,3.372764,3.32773,3.315062,3.382104,3.187869,3.351567,3.234186,3.352068,3.340627,3.400057,0.4192765,3.328215,3.378036,3.3515,3.376936,3.24866,3.333388,3.265936,3.377981,3.38179,3.38769,3.345295,3.334925,3.372747,3.267146,3.396158,3.385645,3.365741,3.371033,3.254302,3.366491,3.377556,3.372699,3.340433,3.338651,3.39128,3.386224,3.226429,3.350528
3.283612,3.364939,3.390545,0.7838911,3.380373,3.379503,3.379589,3.361577,3.374986,3.358521,3.319251,3.370429,3.355233,3.384444,3.271899,3.239416,3.342548,3.346966,3.383463,3.3957,3.371945,3.289396,3.360332,3.367951,3.374423,3.372766,3.32773,3.315064,3.382103,3.187867,3.351568,3.234185,3.352068,3.340624,3.400056,0.419279,3.328214,3.378035,3.351498,3.376937,3.24866,3.333386,3.265936,3.377981,3.381787,3.387687,3.345293,3.334922,3.372746,3.26714,3.396159,3.385642,3.365735,3.371032,3.2543,3.366492,3.377555,3.372696,3.340432,3.33865,3.391276,3.386223,3.226427,3.350524
3.283608,3.364936,3.390544,0.7838958,3.380373,3.379503,3.379586,3.361576,3.374983,3.358519,3.319246,3.37043,3.355234,3.384444,3.271899,3.239387,3.342546,3.346966,3.383462,3.395701,3.371947,3.289392,3.360332,3.36795,3.374423,3.372764,3.32773,3.315062,3.382102,3.187859,3.351566,3.234183,3.352065,3.340622,3.400055,0.4192826,3.328212,3.378034,3.351499,3.376936,3.248658,3.333383,3.265936,3.377981,3.381785,3.387688,3.345293,3.334922,3.372748,3.267138,3.396156,3.385642,3.365731,3.371033,3.254299,3.366489,3.377555,3.372698,3.340429,3.338647,3.391276,3.386221,3.226425,3.350521
3.28361,3.364933,3.390542,0.7838991,3.380371,3.379501,3.379587,3.361576,3.374983,3.358517,3.319247,3.370427,3.355232,3.384443,3.271896,3.239409,3.342547,3.346965,3.383461,3.395699,3.371943,3.289394,3.360332,3.367951,3.374421,3.372764,3.327727,3.315059,3.382102,3.187855,3.351566,3.234182,3.352065,3.340619,3.400056,0.4192809,3.328212,3.378032,3.351497,3.376935,3.248658,3.333384,3.265934,3.377979,3.381787,3.387689,3.34529,3.33492,3.372743,3.267136,3.396158,3.385638,3.365727,3.371031,3.254299,3.366489,3.377554,3.372697,3.340426,3.338643,3.391274,3.38622,3.22642,3.350522
3.28361,3.364931,3.390542,0.7838991,3.380371,3.379499,3.379586,3.361574,3.374982,3.358514,3.319246,3.370426,3.355232,3.384442,3.271897,3.239378,3.342544,3.346963,3.383458,3.395699,3.371943,3.289389,3.360331,3.367949,3.37442,3.372762,3.327723,3.315059,3.382101,3.187852,3.351564,3.23418,3.352062,3.34062,3.400056,0.4192844,3.328209,3.37803,3.351496,3.376935,3.248656,3.33338,3.26593,3.377979,3.381786,3.387686,3.345288,3.334918,3.372748,3.267132,3.396155,3.385637,3.365725,3.371027,3.254295,3.366489,3.377555,3.372696,3.340425,3.338643,3.391274,3.38622,3.22642,3.350519
3.283607,3.36493,3.390541,0.7839016,3.380369,3.379497,3.379586,3.361575,3.37498,3.358514,3.319243,3.370424,3.355231,3.384443,3.271893,3.23939,3.342543,3.346962,3.383456,3.395699,3.37194,3.28939,3.360329,3.367949,3.374421,3.372762,3.327723,3.315055,3.382101,3.187845,3.351561,3.23418,3.352062,3.340615,3.400053,0.4192849,3.328208,3.378028,3.351495,3.376933,3.248657,3.333379,3.265932,3.377979,3.381783,3.387686,3.345286,3.334916,3.372742,3.267127,3.396152,3.385638,3.365721,3.371028,3.254296,3.366486,3.377551,3.372695,3.340423,3.338639,3.391272,3.386218,3.226418,3.350515
